Property_ID,Buyer_Type,Sales_Channel,Booking_Flag,Quarter_Label,Quarter_Number
PROP056909,nri,broker,1,2024-12-31,4
PROP056910,cxo,broker,1,2023-06-30,2
PROP056911,other,broker,1,2025-03-31,1
PROP056912,other,online,1,2023-06-30,2
PROP056913,"startup founder",direct,1,2024-06-30,2
PROP056914,nri,broker,1,2025-03-31,1
PROP056915,hni,online,1,2024-09-30,3
PROP056916,other,broker,1,2024-03-31,1
PROP056917,hni,"nri desk",1,2023-12-31,4
PROP056918,"startup founder",direct,1,2023-12-31,4
PROP056919,other,direct,1,2024-12-31,4
PROP056920,"startup founder","nri desk",1,2024-09-30,3
PROP056921,nri,online,1,2023-12-31,4
PROP056922,other,direct,1,2025-03-31,1
PROP056923,"startup founder",online,1,2023-09-30,3
PROP056924,other,"nri desk",1,2024-09-30,3
PROP056925,other,"nri desk",1,2024-09-30,3
PROP056926,hni,direct,1,2024-06-30,2
PROP056927,cxo,"nri desk",1,2024-06-30,2
PROP056928,other,"nri desk",1,2024-06-30,2
PROP056929,hni,broker,1,2024-03-31,1
PROP056930,hni,broker,1,2024-03-31,1
PROP056931,hni,broker,1,2023-06-30,2
PROP056932,hni,online,1,2023-06-30,2
PROP056933,other,broker,1,2023-12-31,4
PROP056934,"startup founder",direct,1,2023-06-30,2
PROP056935,other,online,1,2024-09-30,3
PROP056936,nri,"nri desk",1,2025-03-31,1
PROP056937,nri,"nri desk",1,2024-12-31,4
PROP056938,other,broker,1,2024-09-30,3
PROP056939,"startup founder","nri desk",1,2023-09-30,3
PROP056940,hni,online,1,2024-06-30,2
PROP056941,"startup founder","nri desk",1,2023-09-30,3
PROP056942,cxo,direct,1,2025-03-31,1
PROP056943,cxo,broker,1,2023-12-31,4
PROP056944,other,"nri desk",1,2025-03-31,1
PROP056945,nri,online,1,2024-09-30,3
PROP056946,cxo,broker,1,2024-03-31,1
PROP056947,nri,direct,1,2024-06-30,2
PROP056948,cxo,broker,1,2023-12-31,4
PROP056949,"startup founder",direct,1,2024-06-30,2
PROP056950,hni,direct,1,2023-12-31,4
PROP056951,nri,"nri desk",1,2024-12-31,4
PROP056952,other,online,1,2023-12-31,4
PROP056953,other,broker,1,2023-09-30,3
PROP056954,nri,online,1,2024-03-31,1
PROP056955,"startup founder",online,1,2024-09-30,3
PROP056956,cxo,direct,1,2024-03-31,1
PROP056957,other,online,1,2024-06-30,2
PROP056958,other,broker,1,2024-06-30,2
PROP056959,cxo,direct,1,2024-06-30,2
PROP056960,nri,direct,1,2025-03-31,1
PROP056961,nri,direct,1,2023-12-31,4
PROP056962,other,online,1,2024-09-30,3
PROP056963,nri,"nri desk",1,2023-12-31,4
PROP056964,"startup founder",direct,1,2024-12-31,4
PROP056965,other,broker,1,2024-06-30,2
PROP056966,cxo,broker,1,2024-12-31,4
PROP056967,nri,online,1,2025-03-31,1
PROP056968,cxo,broker,1,2024-06-30,2
PROP056969,cxo,"nri desk",1,2024-06-30,2
PROP056970,"startup founder",broker,1,2023-12-31,4
PROP056971,hni,online,1,2025-03-31,1
PROP056972,"startup founder",online,1,2024-09-30,3
PROP056973,hni,online,1,2024-12-31,4
PROP056974,hni,"nri desk",1,2024-03-31,1
PROP056975,other,direct,1,2024-12-31,4
PROP056976,cxo,direct,1,2024-06-30,2
PROP056977,hni,direct,1,2024-03-31,1
PROP056978,hni,online,1,2025-03-31,1
PROP056979,cxo,broker,1,2023-09-30,3
PROP056980,hni,direct,1,2023-06-30,2
PROP056981,hni,online,1,2024-03-31,1
PROP056982,other,"nri desk",1,2023-09-30,3
PROP056983,"startup founder",direct,1,2024-09-30,3
PROP056984,other,"nri desk",1,2024-03-31,1
PROP056985,hni,online,1,2023-06-30,2
PROP056986,cxo,broker,1,2024-03-31,1
PROP056987,nri,"nri desk",1,2023-06-30,2
PROP056988,hni,direct,1,2025-03-31,1
PROP056989,other,online,1,2023-09-30,3
PROP056990,other,broker,1,2023-06-30,2
PROP056991,other,direct,1,2024-06-30,2
PROP056992,cxo,online,1,2023-12-31,4
PROP056993,hni,"nri desk",1,2023-09-30,3
PROP056994,other,online,1,2023-06-30,2
PROP056995,hni,"nri desk",1,2024-09-30,3
PROP056996,hni,online,1,2023-06-30,2
PROP056997,other,online,1,2024-06-30,2
PROP056998,hni,broker,1,2023-12-31,4
PROP056999,cxo,broker,1,2023-09-30,3
PROP057000,hni,online,1,2024-12-31,4
PROP057001,cxo,"nri desk",1,2024-06-30,2
PROP057002,"startup founder",direct,1,2025-03-31,1
PROP057003,hni,online,1,2025-03-31,1
PROP057004,cxo,broker,1,2025-03-31,1
PROP057005,cxo,broker,1,2023-12-31,4
PROP057006,cxo,broker,1,2025-03-31,1
PROP057007,nri,online,1,2023-06-30,2
PROP057008,nri,online,1,2025-03-31,1
PROP057009,nri,broker,1,2023-12-31,4
PROP057010,"startup founder",online,1,2023-06-30,2
PROP057011,nri,broker,1,2025-03-31,1
PROP057012,cxo,broker,1,2025-03-31,1
PROP057013,cxo,online,1,2023-09-30,3
PROP057014,other,"nri desk",1,2023-06-30,2
PROP057015,other,broker,1,2023-09-30,3
PROP057016,nri,"nri desk",1,2025-03-31,1
PROP057017,hni,broker,1,2024-12-31,4
PROP057018,"startup founder",direct,1,2023-09-30,3
PROP057019,other,broker,1,2025-03-31,1
PROP057020,hni,broker,1,2025-03-31,1
PROP057021,hni,online,1,2023-06-30,2
PROP057022,cxo,"nri desk",1,2024-03-31,1
PROP057023,nri,online,1,2025-03-31,1
PROP057024,"startup founder","nri desk",1,2024-03-31,1
PROP057025,cxo,direct,1,2024-03-31,1
PROP057026,nri,direct,1,2024-06-30,2
PROP057027,cxo,"nri desk",1,2024-03-31,1
PROP057028,hni,broker,1,2023-09-30,3
PROP057029,hni,online,1,2024-12-31,4
PROP057030,other,direct,1,2023-09-30,3
PROP057031,hni,online,1,2024-12-31,4
PROP057032,cxo,broker,1,2025-03-31,1
PROP057033,other,online,1,2023-06-30,2
PROP057034,"startup founder","nri desk",1,2024-06-30,2
PROP057035,nri,broker,1,2023-06-30,2
PROP057036,"startup founder",online,1,2023-06-30,2
PROP057037,nri,"nri desk",1,2024-06-30,2
PROP057038,"startup founder",direct,1,2023-09-30,3
PROP057039,hni,direct,1,2025-03-31,1
PROP057040,nri,broker,1,2024-03-31,1
PROP057041,other,"nri desk",1,2023-12-31,4
PROP057042,hni,direct,1,2023-12-31,4
PROP057043,hni,online,1,2023-09-30,3
PROP057044,hni,online,1,2024-06-30,2
PROP057045,other,broker,1,2024-03-31,1
PROP057046,cxo,"nri desk",1,2025-03-31,1
PROP057047,"startup founder",broker,1,2023-12-31,4
PROP057048,"startup founder",online,1,2023-12-31,4
PROP057049,"startup founder",broker,1,2025-03-31,1
PROP057050,cxo,"nri desk",1,2023-12-31,4
PROP057051,nri,broker,1,2025-03-31,1
PROP057052,other,direct,1,2024-06-30,2
PROP057053,other,direct,1,2023-09-30,3
PROP057054,cxo,"nri desk",1,2023-12-31,4
PROP057055,nri,"nri desk",1,2024-12-31,4
PROP057056,"startup founder","nri desk",1,2024-03-31,1
PROP057057,other,online,1,2023-12-31,4
PROP057058,cxo,"nri desk",1,2023-09-30,3
PROP057059,"startup founder",online,1,2025-03-31,1
PROP057060,"startup founder",broker,1,2023-09-30,3
PROP057061,other,"nri desk",1,2024-03-31,1
PROP057062,other,direct,1,2023-09-30,3
PROP057063,other,online,1,2024-06-30,2
PROP057064,nri,direct,1,2023-06-30,2
PROP057065,cxo,broker,1,2024-03-31,1
PROP057066,hni,online,1,2023-09-30,3
PROP057067,"startup founder",broker,1,2024-06-30,2
PROP057068,nri,online,1,2024-06-30,2
PROP057069,nri,broker,1,2024-09-30,3
PROP057070,"startup founder","nri desk",1,2023-12-31,4
PROP057071,other,online,1,2025-03-31,1
PROP057072,hni,online,1,2023-12-31,4
PROP057073,"startup founder",direct,1,2024-06-30,2
PROP057074,other,"nri desk",1,2024-09-30,3
PROP057075,other,"nri desk",1,2024-03-31,1
PROP057076,"startup founder",online,1,2024-06-30,2
PROP057077,"startup founder",online,1,2023-06-30,2
PROP057078,cxo,online,1,2023-12-31,4
PROP057079,"startup founder",online,1,2024-12-31,4
PROP057080,nri,online,1,2025-03-31,1
PROP057081,other,online,1,2023-09-30,3
PROP057082,hni,broker,1,2023-12-31,4
PROP057083,"startup founder",broker,1,2023-09-30,3
PROP057084,cxo,online,1,2024-03-31,1
PROP057085,"startup founder",online,1,2024-12-31,4
PROP057086,hni,broker,1,2024-03-31,1
PROP057087,"startup founder",direct,1,2024-12-31,4
PROP057088,hni,online,1,2024-09-30,3
PROP057089,"startup founder",online,1,2023-09-30,3
PROP057090,hni,online,1,2025-03-31,1
PROP057091,"startup founder","nri desk",1,2023-12-31,4
PROP057092,nri,online,1,2023-06-30,2
PROP057093,"startup founder",direct,1,2024-09-30,3
PROP057094,"startup founder","nri desk",1,2024-09-30,3
PROP057095,other,direct,1,2023-09-30,3
PROP057096,hni,online,1,2025-03-31,1
PROP057097,"startup founder",broker,1,2024-12-31,4
PROP057098,other,broker,1,2023-06-30,2
PROP057099,hni,direct,1,2024-09-30,3
PROP057100,nri,"nri desk",1,2023-06-30,2
PROP057101,nri,broker,1,2024-06-30,2
PROP057102,other,"nri desk",1,2024-03-31,1
PROP057103,hni,online,1,2024-03-31,1
PROP057104,"startup founder","nri desk",1,2023-09-30,3
PROP057105,hni,direct,1,2025-03-31,1
PROP057106,other,"nri desk",1,2024-12-31,4
PROP057107,nri,"nri desk",1,2023-12-31,4
PROP057108,nri,online,1,2024-03-31,1
PROP057109,hni,"nri desk",1,2023-12-31,4
PROP057110,other,direct,1,2023-06-30,2
PROP057111,"startup founder",direct,1,2024-03-31,1
PROP057112,cxo,online,1,2023-09-30,3
PROP057113,other,direct,1,2024-06-30,2
PROP057114,cxo,"nri desk",1,2024-06-30,2
PROP057115,nri,direct,1,2023-06-30,2
PROP057116,nri,broker,1,2023-06-30,2
PROP057117,hni,broker,1,2024-12-31,4
PROP057118,nri,direct,1,2023-12-31,4
PROP057119,other,"nri desk",1,2024-03-31,1
PROP057120,"startup founder",direct,1,2024-09-30,3
PROP057121,"startup founder","nri desk",1,2024-09-30,3
PROP057122,cxo,broker,1,2023-06-30,2
PROP057123,"startup founder",online,1,2024-09-30,3
PROP057124,nri,broker,1,2024-09-30,3
PROP057125,nri,direct,1,2024-09-30,3
PROP057126,nri,"nri desk",1,2024-06-30,2
PROP057127,nri,"nri desk",1,2023-09-30,3
PROP057128,nri,"nri desk",1,2024-12-31,4
PROP057129,"startup founder",online,1,2023-09-30,3
PROP057130,cxo,direct,1,2024-09-30,3
PROP057131,cxo,direct,1,2023-06-30,2
PROP057132,nri,direct,1,2025-03-31,1
PROP057133,cxo,online,1,2025-03-31,1
PROP057134,other,broker,1,2023-09-30,3
PROP057135,nri,"nri desk",1,2025-03-31,1
PROP057136,"startup founder","nri desk",1,2024-03-31,1
PROP057137,hni,direct,1,2023-06-30,2
PROP057138,other,"nri desk",1,2023-12-31,4
PROP057139,cxo,online,1,2024-12-31,4
PROP057140,nri,direct,1,2025-03-31,1
PROP057141,hni,"nri desk",1,2023-06-30,2
PROP057142,"startup founder","nri desk",1,2024-12-31,4
PROP057143,cxo,direct,1,2023-06-30,2
PROP057144,other,"nri desk",1,2023-12-31,4
PROP057145,"startup founder",online,1,2025-03-31,1
PROP057146,"startup founder",direct,1,2023-12-31,4
PROP057147,nri,"nri desk",1,2024-03-31,1
PROP057148,nri,online,1,2024-09-30,3
PROP057149,"startup founder",broker,1,2024-06-30,2
PROP057150,other,broker,1,2024-03-31,1
PROP057151,"startup founder",broker,1,2024-09-30,3
PROP057152,nri,direct,1,2024-06-30,2
PROP057153,other,"nri desk",1,2023-12-31,4
PROP057154,nri,broker,1,2024-03-31,1
PROP057155,other,broker,1,2024-12-31,4
PROP057156,hni,online,1,2024-09-30,3
PROP057157,hni,online,1,2024-09-30,3
PROP057158,hni,direct,1,2024-06-30,2
PROP057159,nri,"nri desk",1,2024-06-30,2
PROP057160,cxo,direct,1,2024-06-30,2
PROP057161,"startup founder",direct,1,2024-09-30,3
PROP057162,"startup founder",broker,1,2023-06-30,2
PROP057163,other,online,1,2024-09-30,3
PROP057164,hni,broker,1,2023-06-30,2
PROP057165,nri,"nri desk",1,2023-12-31,4
PROP057166,"startup founder",direct,1,2023-09-30,3
PROP057167,other,broker,1,2024-09-30,3
PROP057168,hni,broker,1,2023-09-30,3
PROP057169,hni,online,1,2024-09-30,3
PROP057170,other,direct,1,2024-03-31,1
PROP057171,other,"nri desk",1,2023-09-30,3
PROP057172,"startup founder",direct,1,2023-09-30,3
PROP057173,other,online,1,2023-06-30,2
PROP057174,cxo,"nri desk",1,2023-06-30,2
PROP057175,"startup founder","nri desk",1,2023-09-30,3
PROP057176,other,"nri desk",1,2023-06-30,2
PROP057177,nri,"nri desk",1,2023-12-31,4
PROP057178,hni,broker,1,2023-09-30,3
PROP057179,other,"nri desk",1,2024-06-30,2
PROP057180,nri,online,1,2024-09-30,3
PROP057181,hni,"nri desk",1,2023-06-30,2
PROP057182,hni,broker,1,2024-12-31,4
PROP057183,hni,direct,1,2023-12-31,4
PROP057184,hni,broker,1,2024-06-30,2
PROP057185,"startup founder",direct,1,2024-12-31,4
PROP057186,hni,direct,1,2024-06-30,2
PROP057187,"startup founder",broker,1,2024-12-31,4
PROP057188,other,online,1,2023-06-30,2
PROP057189,other,"nri desk",1,2023-06-30,2
PROP057190,cxo,"nri desk",1,2024-12-31,4
PROP057191,hni,broker,1,2023-06-30,2
PROP057192,cxo,"nri desk",1,2023-09-30,3
PROP057193,other,online,1,2024-12-31,4
PROP057194,other,"nri desk",1,2024-09-30,3
PROP057195,cxo,direct,1,2024-03-31,1
PROP057196,cxo,direct,1,2023-09-30,3
PROP057197,cxo,"nri desk",1,2023-06-30,2
PROP057198,other,online,1,2024-03-31,1
PROP057199,other,"nri desk",1,2024-06-30,2
PROP057200,hni,"nri desk",1,2024-06-30,2
PROP057201,hni,"nri desk",1,2023-06-30,2
PROP057202,nri,"nri desk",1,2024-12-31,4
PROP057203,cxo,broker,1,2023-06-30,2
PROP057204,other,broker,1,2023-12-31,4
PROP057205,hni,online,1,2024-12-31,4
PROP057206,hni,direct,1,2024-12-31,4
PROP057207,hni,direct,1,2023-12-31,4
PROP057208,other,direct,1,2024-12-31,4
PROP057209,"startup founder",broker,1,2024-09-30,3
PROP057210,cxo,direct,1,2023-06-30,2
PROP057211,nri,direct,1,2024-09-30,3
PROP057212,"startup founder",direct,1,2024-09-30,3
PROP057213,nri,direct,1,2024-12-31,4
PROP057214,"startup founder","nri desk",1,2024-03-31,1
PROP057215,"startup founder",online,1,2024-03-31,1
PROP057216,cxo,direct,1,2024-12-31,4
PROP057217,"startup founder",broker,1,2024-09-30,3
PROP057218,hni,broker,1,2024-09-30,3
PROP057219,other,"nri desk",1,2024-03-31,1
PROP057220,"startup founder",online,1,2024-09-30,3
PROP057221,other,broker,1,2023-09-30,3
PROP057222,cxo,broker,1,2024-12-31,4
PROP057223,hni,broker,1,2023-06-30,2
PROP057224,other,online,1,2024-09-30,3
PROP057225,nri,broker,1,2023-09-30,3
PROP057226,cxo,"nri desk",1,2025-03-31,1
PROP057227,hni,online,1,2025-03-31,1
PROP057228,"startup founder",online,1,2024-06-30,2
PROP057229,cxo,online,1,2024-09-30,3
PROP057230,hni,direct,1,2023-09-30,3
PROP057231,other,online,1,2024-06-30,2
PROP057232,other,direct,1,2025-03-31,1
PROP057233,other,direct,1,2025-03-31,1
PROP057234,hni,broker,1,2025-03-31,1
PROP057235,other,"nri desk",1,2024-09-30,3
PROP057236,cxo,"nri desk",1,2023-12-31,4
PROP057237,other,direct,1,2023-12-31,4
PROP057238,"startup founder",direct,1,2023-06-30,2
PROP057239,"startup founder",direct,1,2024-06-30,2
PROP057240,"startup founder","nri desk",1,2023-06-30,2
PROP057241,cxo,"nri desk",1,2023-06-30,2
PROP057242,nri,online,1,2025-03-31,1
PROP057243,other,direct,1,2024-09-30,3
PROP057244,hni,"nri desk",1,2024-09-30,3
PROP057245,nri,"nri desk",1,2024-09-30,3
PROP057246,hni,direct,1,2025-03-31,1
PROP057247,other,"nri desk",1,2023-12-31,4
PROP057248,hni,broker,1,2023-12-31,4
PROP057249,other,online,1,2025-03-31,1
PROP057250,hni,online,1,2025-03-31,1
PROP057251,other,direct,1,2024-03-31,1
PROP057252,"startup founder",broker,1,2023-06-30,2
PROP057253,nri,direct,1,2024-03-31,1
PROP057254,nri,direct,1,2023-06-30,2
PROP057255,nri,broker,1,2023-12-31,4
PROP057256,other,direct,1,2024-03-31,1
PROP057257,hni,online,1,2025-03-31,1
PROP057258,other,online,1,2024-06-30,2
PROP057259,nri,broker,1,2024-06-30,2
PROP057260,hni,"nri desk",1,2023-06-30,2
PROP057261,nri,broker,1,2024-06-30,2
PROP057262,cxo,direct,1,2023-09-30,3
PROP057263,other,"nri desk",1,2024-03-31,1
PROP057264,hni,online,1,2024-09-30,3
PROP057265,hni,direct,1,2024-03-31,1
PROP057266,cxo,direct,1,2023-12-31,4
PROP057267,hni,direct,1,2023-12-31,4
PROP057268,nri,"nri desk",1,2024-06-30,2
PROP057269,"startup founder",broker,1,2023-06-30,2
PROP057270,hni,online,1,2024-12-31,4
PROP057271,hni,"nri desk",1,2024-12-31,4
PROP057272,other,online,1,2024-09-30,3
PROP057273,hni,broker,1,2024-03-31,1
PROP057274,cxo,online,1,2023-06-30,2
PROP057275,hni,"nri desk",1,2025-03-31,1
PROP057276,hni,direct,1,2024-03-31,1
PROP057277,hni,broker,1,2024-09-30,3
PROP057278,cxo,online,1,2025-03-31,1
PROP057279,other,"nri desk",1,2023-06-30,2
PROP057280,cxo,direct,1,2024-12-31,4
PROP057281,hni,online,1,2023-06-30,2
PROP057282,nri,"nri desk",1,2023-12-31,4
PROP057283,cxo,broker,1,2023-09-30,3
PROP057284,cxo,online,1,2025-03-31,1
PROP057285,hni,broker,1,2024-06-30,2
PROP057286,nri,online,1,2024-12-31,4
PROP057287,"startup founder",online,1,2024-09-30,3
PROP057288,nri,"nri desk",1,2025-03-31,1
PROP057289,nri,broker,1,2025-03-31,1
PROP057290,cxo,online,1,2024-12-31,4
PROP057291,"startup founder",online,1,2025-03-31,1
PROP057292,other,direct,1,2024-06-30,2
PROP057293,nri,direct,1,2023-06-30,2
PROP057294,hni,"nri desk",1,2023-06-30,2
PROP057295,other,online,1,2024-09-30,3
PROP057296,other,broker,1,2023-06-30,2
PROP057297,hni,"nri desk",1,2025-03-31,1
PROP057298,"startup founder",broker,1,2023-09-30,3
PROP057299,nri,broker,1,2024-06-30,2
PROP057300,cxo,"nri desk",1,2024-06-30,2
PROP057301,"startup founder",broker,1,2025-03-31,1
PROP057302,other,online,1,2024-12-31,4
PROP057303,other,broker,1,2024-06-30,2
PROP057304,hni,"nri desk",1,2023-09-30,3
PROP057305,hni,direct,1,2025-03-31,1
PROP057306,other,broker,1,2023-06-30,2
PROP057307,"startup founder",direct,1,2023-09-30,3
PROP057308,cxo,online,1,2023-09-30,3
PROP057309,"startup founder","nri desk",1,2023-12-31,4
PROP057310,other,"nri desk",1,2024-09-30,3
PROP057311,other,online,1,2024-12-31,4
PROP057312,hni,"nri desk",1,2023-06-30,2
PROP057313,"startup founder",broker,1,2024-03-31,1
PROP057314,hni,direct,1,2024-09-30,3
PROP057315,hni,broker,1,2023-06-30,2
PROP057316,hni,broker,1,2023-12-31,4
PROP057317,nri,online,1,2024-12-31,4
PROP057318,cxo,broker,1,2024-09-30,3
PROP057319,"startup founder",broker,1,2023-12-31,4
PROP057320,"startup founder",broker,1,2023-09-30,3
PROP057321,cxo,direct,1,2024-09-30,3
PROP057322,hni,direct,1,2023-06-30,2
PROP057323,cxo,online,1,2024-12-31,4
PROP057324,other,"nri desk",1,2024-06-30,2
PROP057325,hni,broker,1,2024-06-30,2
PROP057326,hni,direct,1,2024-06-30,2
PROP057327,hni,broker,1,2024-09-30,3
PROP057328,"startup founder",broker,1,2024-03-31,1
PROP057329,hni,broker,1,2023-09-30,3
PROP057330,nri,"nri desk",1,2024-09-30,3
PROP057331,cxo,broker,1,2023-12-31,4
PROP057332,nri,direct,1,2024-03-31,1
PROP057333,hni,broker,1,2023-12-31,4
PROP057334,"startup founder","nri desk",1,2024-12-31,4
PROP057335,"startup founder",online,1,2023-12-31,4
PROP057336,nri,broker,1,2025-03-31,1
PROP057337,other,"nri desk",1,2023-06-30,2
PROP057338,cxo,broker,1,2024-06-30,2
PROP057339,hni,online,1,2024-06-30,2
PROP057340,hni,broker,1,2024-03-31,1
PROP057341,other,"nri desk",1,2023-12-31,4
PROP057342,nri,direct,1,2024-09-30,3
PROP057343,"startup founder",online,1,2023-12-31,4
PROP057344,other,"nri desk",1,2023-09-30,3
PROP057345,other,online,1,2023-06-30,2
PROP057346,hni,"nri desk",1,2023-09-30,3
PROP057347,hni,direct,1,2024-09-30,3
PROP057348,"startup founder",online,1,2024-09-30,3
PROP057349,hni,direct,1,2023-09-30,3
PROP057350,other,broker,1,2024-06-30,2
PROP057351,"startup founder",online,1,2023-09-30,3
PROP057352,hni,"nri desk",1,2025-03-31,1
PROP057353,hni,"nri desk",1,2024-03-31,1
PROP057354,other,broker,1,2024-06-30,2
PROP057355,other,direct,1,2024-12-31,4
PROP057356,nri,direct,1,2023-06-30,2
PROP057357,"startup founder",online,1,2024-03-31,1
PROP057358,"startup founder",broker,1,2023-09-30,3
PROP057359,cxo,"nri desk",1,2023-12-31,4
PROP057360,"startup founder","nri desk",1,2023-09-30,3
PROP057361,cxo,direct,1,2024-06-30,2
PROP057362,nri,direct,1,2024-12-31,4
PROP057363,nri,online,1,2024-12-31,4
PROP057364,"startup founder","nri desk",1,2025-03-31,1
PROP057365,hni,direct,1,2024-03-31,1
PROP057366,other,"nri desk",1,2024-03-31,1
PROP057367,nri,broker,1,2024-09-30,3
PROP057368,cxo,direct,1,2024-12-31,4
PROP057369,hni,"nri desk",1,2023-06-30,2
PROP057370,cxo,"nri desk",1,2023-06-30,2
PROP057371,hni,broker,1,2025-03-31,1
PROP057372,nri,direct,1,2024-09-30,3
PROP057373,"startup founder",broker,1,2024-09-30,3
PROP057374,nri,online,1,2023-12-31,4
PROP057375,nri,"nri desk",1,2024-12-31,4
PROP057376,nri,"nri desk",1,2025-03-31,1
PROP057377,nri,"nri desk",1,2023-12-31,4
PROP057378,"startup founder",direct,1,2024-06-30,2
PROP057379,hni,direct,1,2024-03-31,1
PROP057380,hni,direct,1,2024-12-31,4
PROP057381,cxo,broker,1,2023-06-30,2
PROP057382,hni,direct,1,2024-09-30,3
PROP057383,hni,direct,1,2024-12-31,4
PROP057384,nri,direct,1,2024-03-31,1
PROP057385,cxo,"nri desk",1,2024-12-31,4
PROP057386,cxo,"nri desk",1,2023-12-31,4
PROP057387,"startup founder",direct,1,2024-12-31,4
PROP057388,cxo,broker,1,2024-12-31,4
PROP057389,other,online,1,2024-12-31,4
PROP057390,other,direct,1,2024-06-30,2
PROP057391,other,online,1,2024-03-31,1
PROP057392,hni,direct,1,2025-03-31,1
PROP057393,nri,"nri desk",1,2023-12-31,4
PROP057394,hni,broker,1,2024-09-30,3
PROP057395,other,online,1,2024-09-30,3
PROP057396,nri,direct,1,2024-06-30,2
PROP057397,hni,"nri desk",1,2024-12-31,4
PROP057398,hni,broker,1,2024-12-31,4
PROP057399,"startup founder",broker,1,2024-03-31,1
PROP057400,cxo,direct,1,2024-03-31,1
PROP057401,nri,broker,1,2023-09-30,3
PROP057402,other,broker,1,2024-03-31,1
PROP057403,cxo,"nri desk",1,2024-12-31,4
PROP057404,hni,"nri desk",1,2024-06-30,2
PROP057405,"startup founder","nri desk",1,2023-09-30,3
PROP057406,nri,broker,1,2024-09-30,3
PROP057407,hni,"nri desk",1,2023-06-30,2
PROP057408,"startup founder",broker,1,2023-06-30,2
PROP057409,nri,online,1,2023-06-30,2
PROP057410,cxo,online,1,2023-12-31,4
PROP057411,cxo,online,1,2024-12-31,4
PROP057412,cxo,direct,1,2024-12-31,4
PROP057413,other,"nri desk",1,2024-03-31,1
PROP057414,other,online,1,2023-12-31,4
PROP057415,"startup founder",online,1,2023-12-31,4
PROP057416,other,direct,1,2024-06-30,2
PROP057417,"startup founder",direct,1,2024-09-30,3
PROP057418,cxo,online,1,2023-12-31,4
PROP057419,cxo,direct,1,2024-12-31,4
PROP057420,other,online,1,2024-03-31,1
PROP057421,hni,broker,1,2023-09-30,3
PROP057422,cxo,online,1,2024-12-31,4
PROP057423,cxo,broker,1,2023-06-30,2
PROP057424,other,"nri desk",1,2024-03-31,1
PROP057425,"startup founder","nri desk",1,2023-12-31,4
PROP057426,hni,direct,1,2024-09-30,3
PROP057427,"startup founder","nri desk",1,2024-03-31,1
PROP057428,cxo,broker,1,2025-03-31,1
PROP057429,cxo,broker,1,2024-03-31,1
PROP057430,hni,"nri desk",1,2024-06-30,2
PROP057431,"startup founder",direct,1,2024-12-31,4
PROP057432,"startup founder",broker,1,2023-09-30,3
PROP057433,cxo,broker,1,2024-06-30,2
PROP057434,nri,"nri desk",1,2024-09-30,3
PROP057435,nri,broker,1,2023-12-31,4
PROP057436,"startup founder","nri desk",1,2024-09-30,3
PROP057437,other,direct,1,2025-03-31,1
PROP057438,hni,online,1,2024-03-31,1
PROP057439,other,online,1,2023-06-30,2
PROP057440,"startup founder","nri desk",1,2024-12-31,4
PROP057441,"startup founder",direct,1,2025-03-31,1
PROP057442,cxo,direct,1,2023-06-30,2
PROP057443,hni,broker,1,2024-06-30,2
PROP057444,cxo,direct,1,2024-12-31,4
PROP057445,cxo,online,1,2023-12-31,4
PROP057446,nri,"nri desk",1,2023-12-31,4
PROP057447,cxo,broker,1,2023-12-31,4
PROP057448,hni,broker,1,2024-06-30,2
PROP057449,cxo,"nri desk",1,2023-09-30,3
PROP057450,"startup founder",online,1,2025-03-31,1
PROP057451,cxo,broker,1,2024-09-30,3
PROP057452,cxo,broker,1,2024-06-30,2
PROP057453,other,online,1,2024-12-31,4
PROP057454,nri,online,1,2024-06-30,2
PROP057455,hni,direct,1,2024-03-31,1
PROP057456,hni,online,1,2024-03-31,1
PROP057457,nri,direct,1,2023-06-30,2
PROP057458,cxo,direct,1,2023-09-30,3
PROP057459,hni,online,1,2023-06-30,2
PROP057460,other,direct,1,2024-06-30,2
PROP057461,"startup founder",online,1,2024-12-31,4
PROP057462,"startup founder","nri desk",1,2024-06-30,2
PROP057463,other,broker,1,2024-12-31,4
PROP057464,cxo,direct,1,2024-06-30,2
PROP057465,other,direct,1,2023-06-30,2
PROP057466,nri,broker,1,2024-12-31,4
PROP057467,nri,broker,1,2024-12-31,4
PROP057468,nri,direct,1,2025-03-31,1
PROP057469,cxo,"nri desk",1,2023-12-31,4
PROP057470,nri,broker,1,2024-12-31,4
PROP057471,other,"nri desk",1,2025-03-31,1
PROP057472,other,online,1,2024-09-30,3
PROP057473,cxo,broker,1,2023-06-30,2
PROP057474,cxo,"nri desk",1,2023-06-30,2
PROP057475,nri,direct,1,2025-03-31,1
PROP057476,cxo,broker,1,2024-09-30,3
PROP057477,cxo,"nri desk",1,2024-03-31,1
PROP057478,nri,"nri desk",1,2024-09-30,3
PROP057479,cxo,"nri desk",1,2023-09-30,3
PROP057480,other,online,1,2024-12-31,4
PROP057481,cxo,broker,1,2024-03-31,1
PROP057482,"startup founder",direct,1,2023-12-31,4
PROP057483,"startup founder","nri desk",1,2025-03-31,1
PROP057484,nri,broker,1,2024-09-30,3
PROP057485,nri,"nri desk",1,2024-09-30,3
PROP057486,other,direct,1,2025-03-31,1
PROP057487,cxo,direct,1,2025-03-31,1
PROP057488,cxo,direct,1,2023-09-30,3
